Sample Number (10000 samples per second),GAP (),LRERR (),OUTPUT (),LFTSPEED (),RGTSPEED ()
704,7.0,93.0,1.75,58.0,61.0
705,10.0,90.0,1.75,58.0,61.0
706,4.0,96.0,1.75,58.0,61.0
707,1.0,99.0,1.75,58.0,61.0
708,4.0,96.0,1.75,58.0,61.0
709,6.0,94.0,1.75,58.0,61.0
710,1.0,99.0,1.75,58.0,61.0
711,-2.0,102.0,1.75,58.0,61.0
712,-3.0,103.0,1.75,58.0,61.0
713,-7.0,107.0,1.75,58.0,61.0
714,-9.0,109.0,1.75,58.0,61.0
715,-8.0,108.0,1.75,58.0,61.0
716,-9.0,109.0,1.75,58.0,61.0
717,-14.0,114.0,1.75,58.0,61.0
718,-17.0,117.0,1.75,58.0,61.0
719,-16.0,116.0,1.75,58.0,61.0
720,-18.0,118.0,0.91,59.0,60.0
721,-21.0,121.0,0.91,59.0,60.0
722,-18.0,118.0,0.91,59.0,60.0
723,-20.0,120.0,0.91,59.0,60.0
724,-16.0,116.0,0.91,59.0,60.0
725,-18.0,118.0,0.91,59.0,60.0
726,-21.0,121.0,0.91,59.0,60.0
727,-23.0,123.0,0.91,59.0,60.0
728,-20.0,120.0,0.91,59.0,60.0
729,-21.0,121.0,0.91,59.0,60.0
730,-19.0,119.0,0.91,59.0,60.0
731,-20.0,120.0,0.91,59.0,60.0
732,-18.0,118.0,0.91,59.0,60.0
733,-21.0,121.0,0.91,59.0,60.0
734,-20.0,120.0,0.91,59.0,60.0
735,-21.0,121.0,0.91,59.0,60.0
736,-19.0,119.0,0.91,59.0,60.0
737,-22.0,122.0,0.91,59.0,60.0
738,-19.0,119.0,0.91,59.0,60.0
739,-20.0,120.0,0.91,59.0,60.0
740,-14.0,114.0,0.91,59.0,60.0
741,-17.0,117.0,0.91,59.0,60.0
742,-11.0,111.0,0.91,59.0,60.0
743,-12.0,112.0,0.91,59.0,60.0
744,-7.0,107.0,0.91,59.0,60.0
745,-1.0,101.0,0.91,59.0,60.0
746,9.0,91.0,6.9,53.0,66.0
747,19.0,81.0,6.9,53.0,66.0
748,24.0,76.0,6.9,53.0,66.0
749,32.0,68.0,6.9,53.0,66.0
750,37.0,63.0,6.9,53.0,66.0
751,45.0,55.0,6.9,53.0,66.0
752,54.0,46.0,6.9,53.0,66.0
753,60.0,40.0,6.9,53.0,66.0
754,69.0,31.0,6.9,53.0,66.0
755,73.0,27.0,6.9,53.0,66.0
756,76.0,24.0,6.9,53.0,66.0
757,80.0,20.0,6.9,53.0,66.0
758,85.0,15.0,6.9,53.0,66.0
759,89.0,11.0,6.9,53.0,66.0
760,95.0,5.0,6.9,53.0,66.0
761,97.0,3.0,6.9,53.0,66.0
762,101.0,-1.0,6.9,66.0,53.0
763,106.0,-6.0,6.9,66.0,53.0
764,114.0,-14.0,6.9,66.0,53.0
765,121.0,-21.0,6.9,66.0,53.0
766,126.0,-26.0,6.9,66.0,53.0
767,133.0,-33.0,6.9,66.0,53.0
768,136.0,-36.0,6.9,66.0,53.0
769,145.0,-45.0,6.9,66.0,53.0
770,145.0,-45.0,6.9,66.0,53.0
771,152.0,-52.0,6.9,66.0,53.0
772,152.0,-52.0,6.9,66.0,53.0
773,160.0,-60.0,6.9,66.0,53.0
774,167.0,-67.0,21.99,81.0,38.0
775,170.0,-70.0,21.99,81.0,38.0
776,178.0,-78.0,21.99,81.0,38.0
777,178.0,-78.0,21.99,81.0,38.0
778,182.0,-82.0,21.99,81.0,38.0
779,187.0,-87.0,21.99,81.0,38.0
780,189.0,-89.0,21.99,81.0,38.0
781,193.0,-93.0,21.99,81.0,38.0
782,193.0,-93.0,21.99,81.0,38.0
783,195.0,-95.0,21.99,81.0,38.0
784,201.0,-101.0,21.99,81.0,38.0
785,202.0,-102.0,21.99,81.0,38.0
786,202.0,-102.0,21.99,81.0,38.0
787,204.0,-104.0,21.99,81.0,38.0
788,204.0,-104.0,21.99,81.0,38.0
789,209.0,-109.0,21.99,81.0,38.0
790,209.0,-109.0,21.99,81.0,38.0
791,209.0,-109.0,21.99,81.0,38.0
792,211.0,-111.0,21.99,81.0,38.0
793,211.0,-111.0,21.99,81.0,38.0
794,212.0,-112.0,21.99,81.0,38.0
795,214.0,-114.0,21.99,81.0,38.0
796,214.0,-114.0,21.99,81.0,38.0
797,210.0,-110.0,21.99,81.0,38.0
798,214.0,-114.0,11.9,71.0,48.0
799,214.0,-114.0,11.9,71.0,48.0
800,211.0,-111.0,11.9,71.0,48.0
801,211.0,-111.0,11.9,71.0,48.0
802,216.0,-116.0,11.9,71.0,48.0
803,212.0,-112.0,11.9,71.0,48.0
804,218.0,-118.0,11.9,71.0,48.0
805,218.0,-118.0,11.9,71.0,48.0
806,217.0,-117.0,11.9,71.0,48.0
807,217.0,-117.0,11.9,71.0,48.0
808,216.0,-116.0,11.9,71.0,48.0
809,222.0,-122.0,11.9,71.0,48.0
810,219.0,-119.0,11.9,71.0,48.0
811,225.0,-125.0,11.9,71.0,48.0
812,222.0,-122.0,11.9,71.0,48.0
813,223.0,-123.0,11.9,71.0,48.0
814,230.0,-130.0,11.9,71.0,48.0
815,226.0,-126.0,11.9,71.0,48.0
816,230.0,-130.0,11.9,71.0,48.0
817,232.0,-132.0,11.9,71.0,48.0
818,236.0,-136.0,11.9,71.0,48.0
819,238.0,-138.0,11.9,71.0,48.0
820,237.0,-137.0,11.9,71.0,48.0
821,240.0,-140.0,11.9,71.0,48.0
822,239.0,-139.0,10.55,70.0,49.0
823,242.0,-142.0,10.55,70.0,49.0
824,242.0,-142.0,10.55,70.0,49.0
825,242.0,-142.0,10.55,70.0,49.0
826,245.0,-145.0,10.55,70.0,49.0
827,244.0,-144.0,10.55,70.0,49.0
828,240.0,-140.0,10.55,70.0,49.0
829,239.0,-139.0,10.55,70.0,49.0
830,235.0,-135.0,10.55,70.0,49.0
831,235.0,-135.0,10.55,70.0,49.0
832,233.0,-133.0,10.55,70.0,49.0
833,235.0,-135.0,10.55,70.0,49.0
834,230.0,-130.0,10.55,70.0,49.0
835,228.0,-128.0,10.55,70.0,49.0
836,221.0,-121.0,10.55,70.0,49.0
837,220.0,-120.0,10.55,70.0,49.0
838,218.0,-118.0,10.55,70.0,49.0
839,212.0,-112.0,10.55,70.0,49.0
840,211.0,-111.0,10.55,70.0,49.0
841,203.0,-103.0,10.55,70.0,49.0
842,206.0,-106.0,10.55,70.0,49.0
843,202.0,-102.0,10.55,70.0,49.0
844,197.0,-97.0,10.55,70.0,49.0
845,197.0,-97.0,10.55,70.0,49.0
846,191.0,-91.0,3.25,63.0,56.0
847,192.0,-92.0,3.25,63.0,56.0
848,187.0,-87.0,3.25,63.0,56.0
849,187.0,-87.0,3.25,63.0,56.0
850,182.0,-82.0,3.25,63.0,56.0
851,180.0,-80.0,3.25,63.0,56.0
852,176.0,-76.0,3.25,63.0,56.0
853,176.0,-76.0,3.25,63.0,56.0
854,171.0,-71.0,3.25,63.0,56.0
855,169.0,-69.0,3.25,63.0,56.0
856,170.0,-70.0,3.25,63.0,56.0
857,163.0,-63.0,3.25,63.0,56.0
858,163.0,-63.0,3.25,63.0,56.0
859,161.0,-61.0,3.25,63.0,56.0
860,164.0,-64.0,3.25,63.0,56.0
861,162.0,-62.0,3.25,63.0,56.0
862,155.0,-55.0,3.25,63.0,56.0
863,154.0,-54.0,3.25,63.0,56.0
864,156.0,-56.0,3.25,63.0,56.0
865,154.0,-54.0,3.25,63.0,56.0
866,157.0,-57.0,3.25,63.0,56.0
867,152.0,-52.0,3.25,63.0,56.0
868,153.0,-53.0,3.25,63.0,56.0
869,151.0,-51.0,3.25,63.0,56.0
870,149.0,-49.0,3.25,63.0,56.0
871,147.0,-47.0,3.25,63.0,56.0
872,142.0,-42.0,3.01,63.0,56.0
873,144.0,-44.0,3.01,63.0,56.0
874,142.0,-42.0,3.01,63.0,56.0
875,140.0,-40.0,3.01,63.0,56.0
876,141.0,-41.0,3.01,63.0,56.0
877,143.0,-43.0,3.01,63.0,56.0
878,142.0,-42.0,3.01,63.0,56.0
879,141.0,-41.0,3.01,63.0,56.0
880,139.0,-39.0,3.01,63.0,56.0
881,136.0,-36.0,7.59,67.0,52.0
882,136.0,-36.0,7.59,67.0,52.0
883,138.0,-38.0,7.59,67.0,52.0
884,136.0,-36.0,7.59,67.0,52.0
885,139.0,-39.0,7.59,67.0,52.0
886,138.0,-38.0,7.59,67.0,52.0
887,139.0,-39.0,7.59,67.0,52.0
888,144.0,-44.0,7.59,67.0,52.0
889,140.0,-40.0,7.59,67.0,52.0
890,147.0,-47.0,7.59,67.0,52.0
891,144.0,-44.0,7.59,67.0,52.0
892,147.0,-47.0,7.59,67.0,52.0
893,150.0,-50.0,7.59,67.0,52.0
894,149.0,-49.0,7.59,67.0,52.0
895,153.0,-53.0,7.59,67.0,52.0
896,153.0,-53.0,7.59,67.0,52.0
897,156.0,-56.0,7.59,67.0,52.0
898,151.0,-51.0,7.59,67.0,52.0
899,155.0,-55.0,7.59,67.0,52.0
900,155.0,-55.0,7.59,67.0,52.0
901,155.0,-55.0,7.59,67.0,52.0
902,159.0,-59.0,7.59,67.0,52.0
903,162.0,-62.0,7.59,67.0,52.0
904,166.0,-66.0,7.59,67.0,52.0
905,167.0,-67.0,7.59,67.0,52.0
906,169.0,-69.0,7.59,67.0,52.0
907,171.0,-71.0,7.59,67.0,52.0
908,179.0,-79.0,7.59,67.0,52.0
909,178.0,-78.0,7.59,67.0,52.0
910,186.0,-86.0,14.16,74.0,45.0
911,195.0,-95.0,14.16,74.0,45.0
912,195.0,-95.0,14.16,74.0,45.0
913,195.0,-95.0,14.16,74.0,45.0
914,195.0,-95.0,14.16,74.0,45.0
915,196.0,-96.0,14.16,74.0,45.0
916,194.0,-94.0,14.16,74.0,45.0
917,190.0,-90.0,14.16,74.0,45.0
918,188.0,-88.0,14.16,74.0,45.0
919,187.0,-87.0,14.16,74.0,45.0
920,190.0,-90.0,14.16,74.0,45.0
921,189.0,-89.0,14.16,74.0,45.0
922,187.0,-87.0,14.16,74.0,45.0
923,188.0,-88.0,14.16,74.0,45.0
924,187.0,-87.0,14.16,74.0,45.0
925,190.0,-90.0,14.16,74.0,45.0
926,187.0,-87.0,14.16,74.0,45.0
927,187.0,-87.0,14.16,74.0,45.0
928,191.0,-91.0,14.16,74.0,45.0
929,192.0,-92.0,14.16,74.0,45.0
930,190.0,-90.0,14.16,74.0,45.0
931,186.0,-86.0,14.16,74.0,45.0
932,183.0,-83.0,14.16,74.0,45.0
933,182.0,-82.0,14.16,74.0,45.0
934,181.0,-81.0,14.16,74.0,45.0
935,184.0,-84.0,9.4,69.0,50.0
936,186.0,-86.0,9.4,69.0,50.0
937,180.0,-80.0,9.4,69.0,50.0
938,180.0,-80.0,9.4,69.0,50.0
939,177.0,-77.0,9.4,69.0,50.0
940,178.0,-78.0,9.4,69.0,50.0
941,175.0,-75.0,9.4,69.0,50.0
942,173.0,-73.0,9.4,69.0,50.0
943,170.0,-70.0,9.4,69.0,50.0
944,167.0,-67.0,9.4,69.0,50.0
945,168.0,-68.0,9.4,69.0,50.0
946,167.0,-67.0,9.4,69.0,50.0
947,165.0,-65.0,9.4,69.0,50.0
948,163.0,-63.0,9.4,69.0,50.0
949,158.0,-58.0,9.4,69.0,50.0
950,154.0,-54.0,9.4,69.0,50.0
951,152.0,-52.0,9.4,69.0,50.0
952,155.0,-55.0,9.4,69.0,50.0
953,150.0,-50.0,9.4,69.0,50.0
954,147.0,-47.0,9.4,69.0,50.0
955,148.0,-48.0,9.4,69.0,50.0
956,149.0,-49.0,9.4,69.0,50.0
957,146.0,-46.0,9.4,69.0,50.0
958,146.0,-46.0,9.4,69.0,50.0
959,141.0,-41.0,9.4,69.0,50.0
960,141.0,-41.0,9.4,69.0,50.0
961,142.0,-42.0,5.33,65.0,54.0
962,140.0,-40.0,5.33,65.0,54.0
963,138.0,-38.0,5.33,65.0,54.0
964,141.0,-41.0,5.33,65.0,54.0
965,139.0,-39.0,5.33,65.0,54.0
966,139.0,-39.0,5.33,65.0,54.0
967,141.0,-41.0,5.33,65.0,54.0
968,139.0,-39.0,5.33,65.0,54.0
969,135.0,-35.0,9.1,69.0,50.0
970,133.0,-33.0,9.1,69.0,50.0
971,134.0,-34.0,9.1,69.0,50.0
972,135.0,-35.0,9.1,69.0,50.0
973,135.0,-35.0,9.1,69.0,50.0
974,135.0,-35.0,9.1,69.0,50.0
975,140.0,-40.0,9.1,69.0,50.0
976,145.0,-45.0,9.1,69.0,50.0
977,143.0,-43.0,9.1,69.0,50.0
978,144.0,-44.0,9.1,69.0,50.0
979,148.0,-48.0,9.1,69.0,50.0
980,154.0,-54.0,9.1,69.0,50.0
981,150.0,-50.0,9.1,69.0,50.0
982,156.0,-56.0,9.1,69.0,50.0
983,161.0,-61.0,9.1,69.0,50.0
984,163.0,-63.0,9.1,69.0,50.0
985,163.0,-63.0,9.1,69.0,50.0
986,157.0,-57.0,9.1,69.0,50.0
987,159.0,-59.0,9.1,69.0,50.0
988,159.0,-59.0,9.1,69.0,50.0
989,163.0,-63.0,9.1,69.0,50.0
990,161.0,-61.0,9.1,69.0,50.0
991,168.0,-68.0,9.1,69.0,50.0
992,174.0,-74.0,9.1,69.0,50.0
993,173.0,-73.0,9.1,69.0,50.0
994,178.0,-78.0,9.1,69.0,50.0
995,180.0,-80.0,9.1,69.0,50.0
996,180.0,-80.0,9.1,69.0,50.0
997,182.0,-82.0,15.42,75.0,44.0
998,180.0,-80.0,15.42,75.0,44.0
999,172.0,-72.0,15.42,75.0,44.0
1000,161.0,-61.0,15.42,75.0,44.0
1001,162.0,-62.0,15.42,75.0,44.0
1002,157.0,-57.0,15.42,75.0,44.0
1003,155.0,-55.0,15.42,75.0,44.0
1004,154.0,-54.0,15.42,75.0,44.0
1005,153.0,-53.0,15.42,75.0,44.0
1006,153.0,-53.0,15.42,75.0,44.0
1007,151.0,-51.0,15.42,75.0,44.0
1008,147.0,-47.0,15.42,75.0,44.0
1009,145.0,-45.0,15.42,75.0,44.0
1010,147.0,-47.0,15.42,75.0,44.0
1011,145.0,-45.0,15.42,75.0,44.0
1012,145.0,-45.0,15.42,75.0,44.0
1013,145.0,-45.0,15.42,75.0,44.0
1014,143.0,-43.0,15.42,75.0,44.0
1015,138.0,-38.0,15.42,75.0,44.0
1016,139.0,-39.0,15.42,75.0,44.0
1017,137.0,-37.0,15.42,75.0,44.0
1018,136.0,-36.0,15.42,75.0,44.0
1019,135.0,-35.0,15.42,75.0,44.0
1020,139.0,-39.0,15.42,75.0,44.0
1021,138.0,-38.0,15.42,75.0,44.0
1022,138.0,-38.0,6.23,66.0,53.0
1023,135.0,-35.0,6.23,66.0,53.0
1024,138.0,-38.0,6.23,66.0,53.0
1025,136.0,-36.0,6.23,66.0,53.0
1026,135.0,-35.0,6.23,66.0,53.0
1027,135.0,-35.0,6.23,66.0,53.0
1028,135.0,-35.0,10.64,70.0,49.0
1029,135.0,-35.0,10.64,70.0,49.0
1030,135.0,-35.0,10.64,70.0,49.0
1031,138.0,-38.0,10.64,70.0,49.0
1032,137.0,-37.0,10.64,70.0,49.0
1033,135.0,-35.0,10.64,70.0,49.0
1034,136.0,-36.0,10.64,70.0,49.0
1035,140.0,-40.0,10.64,70.0,49.0
1036,137.0,-37.0,10.64,70.0,49.0
1037,135.0,-35.0,10.64,70.0,49.0
1038,138.0,-38.0,10.64,70.0,49.0
1039,139.0,-39.0,10.64,70.0,49.0
1040,142.0,-42.0,10.64,70.0,49.0
1041,145.0,-45.0,10.64,70.0,49.0
1042,141.0,-41.0,10.64,70.0,49.0
1043,147.0,-47.0,10.64,70.0,49.0
1044,151.0,-51.0,10.64,70.0,49.0
1045,154.0,-54.0,10.64,70.0,49.0
1046,152.0,-52.0,10.64,70.0,49.0
1047,155.0,-55.0,10.64,70.0,49.0
1048,160.0,-60.0,10.64,70.0,49.0
1049,154.0,-54.0,10.64,70.0,49.0
1050,155.0,-55.0,10.64,70.0,49.0
1051,160.0,-60.0,10.64,70.0,49.0
1052,165.0,-65.0,10.64,70.0,49.0
1053,165.0,-65.0,14.65,74.0,45.0
1054,168.0,-68.0,14.65,74.0,45.0
1055,171.0,-71.0,14.65,74.0,45.0
1056,168.0,-68.0,14.65,74.0,45.0
1057,164.0,-64.0,14.65,74.0,45.0
1058,163.0,-63.0,14.65,74.0,45.0
1059,160.0,-60.0,14.65,74.0,45.0
1060,160.0,-60.0,14.65,74.0,45.0
1061,159.0,-59.0,14.65,74.0,45.0
1062,163.0,-63.0,14.65,74.0,45.0
1063,159.0,-59.0,14.65,74.0,45.0
1064,160.0,-60.0,14.65,74.0,45.0
1065,162.0,-62.0,14.65,74.0,45.0
1066,161.0,-61.0,14.65,74.0,45.0
1067,159.0,-59.0,14.65,74.0,45.0
1068,156.0,-56.0,14.65,74.0,45.0
1069,159.0,-59.0,14.65,74.0,45.0
1070,156.0,-56.0,14.65,74.0,45.0
1071,158.0,-58.0,14.65,74.0,45.0
1072,158.0,-58.0,14.65,74.0,45.0
1073,158.0,-58.0,14.65,74.0,45.0
1074,156.0,-56.0,14.65,74.0,45.0
1075,157.0,-57.0,14.65,74.0,45.0
1076,158.0,-58.0,14.65,74.0,45.0
1077,158.0,-58.0,14.65,74.0,45.0
1078,158.0,-58.0,11.27,71.0,48.0
1079,159.0,-59.0,11.27,71.0,48.0
1080,156.0,-56.0,11.27,71.0,48.0
1081,157.0,-57.0,11.27,71.0,48.0
1082,158.0,-58.0,11.27,71.0,48.0
1083,154.0,-54.0,11.27,71.0,48.0
1084,156.0,-56.0,11.27,71.0,48.0
1085,153.0,-53.0,11.27,71.0,48.0
1086,151.0,-51.0,11.27,71.0,48.0
1087,147.0,-47.0,11.27,71.0,48.0
1088,146.0,-46.0,11.27,71.0,48.0
1089,146.0,-46.0,11.27,71.0,48.0
1090,145.0,-45.0,11.27,71.0,48.0
1091,143.0,-43.0,11.27,71.0,48.0
1092,135.0,-35.0,11.27,71.0,48.0
1093,138.0,-38.0,11.27,71.0,48.0
1094,136.0,-36.0,11.27,71.0,48.0
1095,136.0,-36.0,11.27,71.0,48.0
1096,135.0,-35.0,9.78,69.0,50.0
1097,137.0,-37.0,9.78,69.0,50.0
1098,138.0,-38.0,9.78,69.0,50.0
1099,135.0,-35.0,9.78,69.0,50.0
1100,138.0,-38.0,9.78,69.0,50.0
1101,136.0,-36.0,9.78,69.0,50.0
1102,137.0,-37.0,9.78,69.0,50.0
1103,138.0,-38.0,9.78,69.0,50.0
1104,140.0,-40.0,9.78,69.0,50.0
1105,139.0,-39.0,9.78,69.0,50.0
1106,141.0,-41.0,9.78,69.0,50.0
1107,140.0,-40.0,9.78,69.0,50.0
1108,138.0,-38.0,9.78,69.0,50.0
1109,139.0,-39.0,9.78,69.0,50.0
1110,144.0,-44.0,9.78,69.0,50.0
1111,147.0,-47.0,9.78,69.0,50.0
1112,150.0,-50.0,9.78,69.0,50.0
1113,148.0,-48.0,9.78,69.0,50.0
1114,146.0,-46.0,9.78,69.0,50.0
1115,148.0,-48.0,9.78,69.0,50.0
1116,153.0,-53.0,9.78,69.0,50.0
1117,147.0,-47.0,9.78,69.0,50.0
1118,152.0,-52.0,9.78,69.0,50.0
1119,152.0,-52.0,9.78,69.0,50.0
1120,148.0,-48.0,9.78,69.0,50.0
1121,152.0,-52.0,9.78,69.0,50.0
1122,149.0,-49.0,9.78,69.0,50.0
1123,147.0,-47.0,9.78,69.0,50.0
1124,140.0,-40.0,12.98,72.0,47.0
1125,139.0,-39.0,12.98,72.0,47.0
1126,137.0,-37.0,12.98,72.0,47.0
1127,135.0,-35.0,12.98,72.0,47.0
1128,135.0,-35.0,12.27,72.0,47.0
1129,135.0,-35.0,12.27,72.0,47.0
1130,135.0,-35.0,12.27,72.0,47.0
1131,135.0,-35.0,12.27,72.0,47.0
1132,135.0,-35.0,12.27,72.0,47.0
1133,137.0,-37.0,12.27,72.0,47.0
1134,138.0,-38.0,12.27,72.0,47.0
1135,139.0,-39.0,12.27,72.0,47.0
1136,135.0,-35.0,12.27,72.0,47.0
1137,139.0,-39.0,12.27,72.0,47.0
1138,136.0,-36.0,12.27,72.0,47.0
1139,138.0,-38.0,12.27,72.0,47.0
1140,136.0,-36.0,12.27,72.0,47.0
1141,138.0,-38.0,12.27,72.0,47.0
1142,139.0,-39.0,12.27,72.0,47.0
1143,142.0,-42.0,12.27,72.0,47.0
1144,146.0,-46.0,12.27,72.0,47.0
1145,147.0,-47.0,12.27,72.0,47.0
1146,145.0,-45.0,12.27,72.0,47.0
1147,150.0,-50.0,12.27,72.0,47.0
1148,147.0,-47.0,12.27,72.0,47.0
1149,147.0,-47.0,12.27,72.0,47.0
1150,149.0,-49.0,12.27,72.0,47.0
1151,144.0,-44.0,12.27,72.0,47.0
1152,145.0,-45.0,12.27,72.0,47.0
1153,144.0,-44.0,12.27,72.0,47.0
1154,142.0,-42.0,12.27,72.0,47.0
1155,141.0,-41.0,13.78,73.0,46.0
1156,136.0,-36.0,13.78,73.0,46.0
1157,136.0,-36.0,13.78,73.0,46.0
1158,135.0,-35.0,13.78,73.0,46.0
1159,135.0,-35.0,13.78,73.0,46.0
1160,136.0,-36.0,12.97,72.0,47.0
1161,136.0,-36.0,12.97,72.0,47.0
1162,136.0,-36.0,12.97,72.0,47.0
1163,136.0,-36.0,12.97,72.0,47.0
1164,138.0,-38.0,12.97,72.0,47.0
1165,136.0,-36.0,12.97,72.0,47.0
1166,137.0,-37.0,12.97,72.0,47.0
1167,138.0,-38.0,12.97,72.0,47.0
1168,142.0,-42.0,12.97,72.0,47.0
1169,142.0,-42.0,12.97,72.0,47.0
1170,140.0,-40.0,12.97,72.0,47.0
1171,145.0,-45.0,12.97,72.0,47.0
1172,145.0,-45.0,12.97,72.0,47.0
1173,153.0,-53.0,12.97,72.0,47.0
1174,157.0,-57.0,12.97,72.0,47.0
1175,158.0,-58.0,12.97,72.0,47.0
1176,160.0,-60.0,12.97,72.0,47.0
1177,160.0,-60.0,12.97,72.0,47.0
1178,162.0,-62.0,12.97,72.0,47.0
1179,162.0,-62.0,12.97,72.0,47.0
1180,157.0,-57.0,12.97,72.0,47.0
1181,161.0,-61.0,12.97,72.0,47.0
1182,164.0,-64.0,12.97,72.0,47.0
1183,164.0,-64.0,12.97,72.0,47.0
1184,164.0,-64.0,12.97,72.0,47.0
1185,161.0,-61.0,12.97,72.0,47.0
1186,154.0,-54.0,12.97,72.0,47.0
1187,155.0,-55.0,15.95,75.0,44.0
1188,153.0,-53.0,15.95,75.0,44.0
1189,152.0,-52.0,15.95,75.0,44.0
1190,150.0,-50.0,15.95,75.0,44.0
1191,148.0,-48.0,15.95,75.0,44.0
1192,148.0,-48.0,15.95,75.0,44.0
1193,145.0,-45.0,15.95,75.0,44.0
1194,148.0,-48.0,15.95,75.0,44.0
1195,146.0,-46.0,15.95,75.0,44.0
1196,147.0,-47.0,15.95,75.0,44.0
1197,145.0,-45.0,15.95,75.0,44.0
1198,146.0,-46.0,15.95,75.0,44.0
1199,150.0,-50.0,15.95,75.0,44.0
1200,147.0,-47.0,15.95,75.0,44.0
1201,146.0,-46.0,15.95,75.0,44.0
1202,141.0,-41.0,15.95,75.0,44.0
1203,141.0,-41.0,15.95,75.0,44.0
1204,138.0,-38.0,15.95,75.0,44.0
1205,138.0,-38.0,15.95,75.0,44.0
1206,137.0,-37.0,15.95,75.0,44.0
1207,137.0,-37.0,15.95,75.0,44.0
1208,137.0,-37.0,15.95,75.0,44.0
1209,138.0,-38.0,15.95,75.0,44.0
1210,135.0,-35.0,15.95,75.0,44.0
1211,135.0,-35.0,12.19,72.0,47.0
1212,135.0,-35.0,12.19,72.0,47.0
1213,138.0,-38.0,12.19,72.0,47.0
1214,136.0,-36.0,12.19,72.0,47.0
1215,139.0,-39.0,12.19,72.0,47.0
1216,140.0,-40.0,12.19,72.0,47.0
1217,135.0,-35.0,12.19,72.0,47.0
1218,144.0,-44.0,12.19,72.0,47.0
1219,145.0,-45.0,12.19,72.0,47.0
1220,146.0,-46.0,12.19,72.0,47.0
1221,151.0,-51.0,12.19,72.0,47.0
1222,152.0,-52.0,12.19,72.0,47.0
1223,158.0,-58.0,12.19,72.0,47.0
1224,164.0,-64.0,12.19,72.0,47.0
1225,166.0,-66.0,12.19,72.0,47.0
1226,167.0,-67.0,12.19,72.0,47.0
1227,164.0,-64.0,12.19,72.0,47.0
1228,161.0,-61.0,12.19,72.0,47.0
1229,160.0,-60.0,12.19,72.0,47.0
1230,165.0,-65.0,12.19,72.0,47.0
1231,168.0,-68.0,12.19,72.0,47.0
1232,169.0,-69.0,12.19,72.0,47.0
1233,172.0,-72.0,12.19,72.0,47.0
1234,171.0,-71.0,12.19,72.0,47.0
1235,175.0,-75.0,12.19,72.0,47.0
1236,172.0,-72.0,12.19,72.0,47.0
1237,172.0,-72.0,12.19,72.0,47.0
1238,171.0,-71.0,18.57,78.0,41.0
1239,171.0,-71.0,18.57,78.0,41.0
1240,167.0,-67.0,18.57,78.0,41.0
1241,164.0,-64.0,18.57,78.0,41.0
1242,161.0,-61.0,18.57,78.0,41.0
1243,160.0,-60.0,18.57,78.0,41.0
1244,158.0,-58.0,18.57,78.0,41.0
1245,160.0,-60.0,18.57,78.0,41.0
1246,164.0,-64.0,18.57,78.0,41.0
1247,164.0,-64.0,18.57,78.0,41.0
1248,164.0,-64.0,18.57,78.0,41.0
1249,166.0,-66.0,18.57,78.0,41.0
1250,170.0,-70.0,18.57,78.0,41.0
1251,173.0,-73.0,18.57,78.0,41.0
1252,174.0,-74.0,18.57,78.0,41.0
1253,176.0,-76.0,18.57,78.0,41.0
1254,174.0,-74.0,18.57,78.0,41.0
1255,178.0,-78.0,18.57,78.0,41.0
1256,177.0,-77.0,18.57,78.0,41.0
1257,180.0,-80.0,18.57,78.0,41.0
1258,178.0,-78.0,18.57,78.0,41.0
1259,181.0,-81.0,18.57,78.0,41.0
1260,182.0,-82.0,18.57,78.0,41.0
1261,185.0,-85.0,18.57,78.0,41.0
1262,187.0,-87.0,18.57,78.0,41.0
1263,188.0,-88.0,17.31,77.0,42.0
1264,189.0,-89.0,17.31,77.0,42.0
1265,187.0,-87.0,17.31,77.0,42.0
1266,188.0,-88.0,17.31,77.0,42.0
1267,188.0,-88.0,17.31,77.0,42.0
1268,189.0,-89.0,17.31,77.0,42.0
1269,188.0,-88.0,17.31,77.0,42.0
1270,187.0,-87.0,17.31,77.0,42.0
1271,187.0,-87.0,17.31,77.0,42.0
1272,188.0,-88.0,17.31,77.0,42.0
1273,184.0,-84.0,17.31,77.0,42.0
1274,185.0,-85.0,17.31,77.0,42.0
1275,184.0,-84.0,17.31,77.0,42.0
1276,185.0,-85.0,17.31,77.0,42.0
1277,185.0,-85.0,17.31,77.0,42.0
1278,182.0,-82.0,17.31,77.0,42.0
1279,185.0,-85.0,17.31,77.0,42.0
1280,185.0,-85.0,17.31,77.0,42.0
1281,184.0,-84.0,17.31,77.0,42.0
1282,187.0,-87.0,17.31,77.0,42.0
1283,182.0,-82.0,17.31,77.0,42.0
1284,186.0,-86.0,17.31,77.0,42.0
1285,185.0,-85.0,17.31,77.0,42.0
1286,187.0,-87.0,17.31,77.0,42.0
1287,186.0,-86.0,17.31,77.0,42.0
1288,183.0,-83.0,15.52,75.0,44.0
1289,188.0,-88.0,15.52,75.0,44.0
1290,182.0,-82.0,15.52,75.0,44.0
1291,184.0,-84.0,15.52,75.0,44.0
1292,183.0,-83.0,15.52,75.0,44.0
1293,184.0,-84.0,15.52,75.0,44.0
1294,183.0,-83.0,15.52,75.0,44.0
1295,183.0,-83.0,15.52,75.0,44.0
1296,183.0,-83.0,15.52,75.0,44.0
1297,182.0,-82.0,15.52,75.0,44.0
